1,0.4928511,0.28599396,0.17733102,0.5611641,0.22486295,0.3440678,0.16750053,0.22662495,0.03140431
1,0.063908845,0.020153735,0.0701933,0.03905751,0.04254405,0.051290516,0.045236636,0.21693324,0.14233854
1,0.14902414,0.062354315,0.10841792,0.13325897,0.0941176,0.13261151,0.0865254,0.096520185,0.029029634
1,0.3638041,0.21872702,0.13586894,0.33317697,0.3103049,0.23593543,0.06511164,0.9654577,0.024301268
1,0.08561597,0.028602231,0.038493045,0.030264098,0.062117264,0.09878318,0.0674324,0.055173457,0.23741876
1,0.70086706,0.1455801,0.3092876,0.82672244,0.17999916,0.021858199,0.02907447,0.11126873,0.036767967
1,0.6578379,0.23290412,0.22746384,0.7668918,0.24183163,0.1127748,0.05592676,0.33434242,0.06320606
1,0.1278163,0.03172261,0.083183505,0.10979207,0.046575926,0.05101755,0.09203491,0.029222181,0.0268471
1,0.06749586,0.016654203,0.034179665,0.048808478,0.017830264,0.04206885,0.024536254,0.1012115,0.033314094
1,0.2410915,0.07702627,0.12795588,0.21125415,0.0851758,0.057663444,0.116619274,0.1086801,0.051603306
1,0.17227481,0.0837107,0.11613799,0.11627129,0.07644105,0.27069998,0.04525754,0.3672799,0.025548015
1,0.15018183,0.04064139,0.09443315,0.2129929,0.030619724,0.055490855,0.042708043,0.20744555,0.078707755
1,0.24042256,0.10358306,0.14030957,0.20431963,0.12130074,0.23910157,0.087075524,0.3227764,0.063150726
1,0.097698145,0.024794055,0.04162369,0.12242011,0.02340388,0.040717945,0.03296279,0.041857116,0.07061839
1,0.5154597,0.43921572,0.29120392,0.29324022,0.3132982,0.8014559,0.44243243,0.06801196,0.002756649
1,0.18912502,0.07183451,0.065887615,0.18481563,0.06979056,0.2731535,0.040354546,0.09312692,0.10467168
1,0.25423768,0.068817236,0.099141315,0.26742855,0.10785149,0.06633431,0.057893004,0.033517513,0.010901405
1,0.37546694,0.110803634,0.15893775,0.39537573,0.15797731,0.11390147,0.053356763,0.1693552,0.06857569
